X,Y,Z,Energy
1505,174,195,123009
1315,-174,197,70603
-1695,-174,933,196711
364,-1125,381,101993
-554,-1315,798,175366
-1885,239,811,659233
1695,-934,642,659068
-174,934,900,257701
1125,2076,138,107161
-1695,-1315,845,329680
744,174,122,155217
-554,1885,89,277420
554,-174,319,394503
1505,2076,622,460123
554,1125,565,162234
-174,-2076,388,134010
174,-1695,720,60134
-2076,364,479,434670
1125,1125,996,100892
1695,-1885,831,96308
-1505,-1505,927,35984
-174,174,86,201422
1885,554,988,121233
934,174,266,205145
1885,-744,902,182249
-2076,1125,626,408902
-934,-1151,952,546225
-554,-966,282,416344
364,174,998,150356
1505,174,304,117317
-1885,554,887,136283
-1505,1695,953,271103
-1885,-744,146,60987
364,744,442,185634
1505,-1695,284,400982
-554,-1315,152,86764
364,174,302,190159
-1885,2076,770,80717
554,-554,803,195127
174,-1885,930,193048
-1125,-934,816,354826
1885,-554,628,662526
-1125,-1505,251,647127
744,744,152,265687
-934,364,801,226904
1125,174,382,130470
-1695,1695,935,125993
934,934,602,334936
1885,-2076,992,68562
2075,934,103,159461
1505,554,915,378545
174,2076,368,201281
2076,-364,783,369621
-1125,-1885,829,52153
744,1885,150,160474
-554,1695,109,256408
934,934,523,205879
934,-1315,716,194315
-1505,-1505,991,469976
-1885,-1505,380,472816
744,2076,364,517529
-1885,-1927,442,211541
1695,364,983,58109
-744,-744,459,214458
-1885,-174,85,44342
1885,-1505,552,187580
554,-554,883,64876
-2076,1125,609,144362
-372,554,863,661796
1505,-364,527,85636
-1505,-2076,811,181182
-554,-934,240,51090
-1885,-554,943,186727
-2076,744,911,240965
-744,1695,100,66873
1505,-1315,103,206289
1505,174,153,48722
1505,174,783,45747
1505,174,83,61571
1505,174,331,49094
1505,174,305,47061
-1695,1695,476,41738
934,-2076,824,395928
-554,1505,727,85936
554,-174,528,295367
934,894,825,332843
364,-174,409,324414
-364,-1885,577,266370
174,-1695,236,419287
-1695,744,264,315525
1505,364,109,48435
-2075,-174,191,81573
174,174,95,194794
364,-1505,694,38695
-744,-1885,981,92860
744,1505,776,95498
1695,-1695,173,191707
-554,1695,604,242099
-2024,1125,432,640281
-1125,-174,354,664738
-174,174,697,63713
2075,744,985,218133
1695,-554,984,161390
1505,1695,986,391326
364,744,810,427269
1125,364,497,240675
1695,1505,988,83828
-1885,2076,97,80112
-1695,-744,696,140651
934,-1125,181,284925
-1125,1695,438,33851
-744,1885,667,465781
1125,-364,928,432667
-1885,-174,772,139719
-1103,1695,720,669055
-2075,-2076,994,41007
-174,1003,91,229260
-1505,1315,692,76605
-174,-1315,700,129031
934,2076,929,34703
934,744,997,143918
-1505,1505,726,76411
1315,-744,298,247543
-1315,1505,386,62607
-174,1315,422,137189
744,-1505,994,34215
744,-1885,103,132924
-1125,-744,455,155509
-364,1505,383,238756
-1315,-472,669,659675
-364,-744,972,128411
1885,-615,839,661903
-744,2076,183,213118
1315,1315,826,342522
1125,1125,786,95614
-1885,-1695,962,468130
934,934,120,108442
1885,934,112,237415
1505,1125,98,134727
-1125,-364,127,55012
-1695,1885,119,161648
-744,2076,147,165092
1695,554,984,180924
-2075,-364,377,210260
-554,-174,386,232614
-1885,744,536,33150
554,1315,112,298576
554,2076,532,110320
-934,-1505,784,434442
-1751,1505,747,659722
1695,-820,756,404305
-554,-1505,959,662640
1505,-174,741,308857
2075,2076,143,76728
-744,-554,537,193109
364,1885,703,210478
744,1125,131,300975
554,-1695,979,55716
-554,1315,730,246472
554,1885,426,276655
-2075,-934,989,40135
-1505,1505,980,191995
-744,364,838,251728
1885,-1440,307,430641
-1315,-1125,230,203979
-1695,364,719,199248
-174,364,330,426543
364,-364,91,168383
-1695,364,899,202697
174,-1480,434,669525
744,-986,816,432937
-744,-1628,757,136772
-1125,1505,999,50087
2076,-2076,731,661490
-174,2076,331,179098
-554,-1885,252,311794
1885,-744,164,664029
-744,1695,324,33626
1885,-1885,702,771537
-934,-934,635,39134
-1505,-1125,973,243723
-954,-1444,457,672184
-744,1315,400,342401
-1885,-1315,901,655662
-2076,1204,120,205050
-554,2076,588,439325
364,-554,239,210710
-1885,-2076,639,310567
638,554,120,336285
-1885,-1125,818,170361
-1315,-934,110,48180
1315,-1505,682,174442
-1392,744,649,191455
-1315,1695,98,89253
2015,-1695,986,235873
-1125,-744,502,192987
-744,1695,257,85450
364,-554,385,82181
1885,1885,447,141710
-1125,-554,152,111202
-1315,-744,83,114374
-1315,1885,88,299373
-174,-1885,981,78845
-2075,-1505,272,106498
1931,1955,482,437949
934,744,112,223004
1885,-1885,689,207056
-174,934,148,140858
-1505,-1695,635,89848
-1125,1885,83,380601
1374,1970,184,616827
-1413,-1942,215,669320
-174,1505,436,189358
1315,-1315,718,225593
-174,-1695,303,427191
-364,-744,408,439931
-2075,-934,137,113177
-2076,209,851,453776
-1885,-174,760,468815
-1505,934,663,185118
-1695,1125,585,226795
934,-934,247,233896
2076,-1242,895,247402
-1125,1125,79,140921
1505,1885,666,419764
-744,364,271,265219
554,364,986,36803
-844,934,103,237118
1505,-1125,798,122779
1885,-174,60,150404
-1505,-554,366,386273
-1885,1315,86,102645
-1695,-1505,934,196155
364,-1125,863,129105
2076,-364,530,36854
-1695,-1695,239,80152
-934,1315,445,76796
1505,554,928,89183
1695,-1125,565,309279
364,-174,67,368018
-934,174,340,78563
-364,-1695,435,252036
-2076,1695,870,194182
-1505,-1125,114,196542
-934,-554,900,150239
744,-2076,385,232077
-364,-934,438,255869
744,-554,989,125170
-364,554,87,258829
-934,-2076,545,366324
-364,1315,642,345716
1505,-2076,226,187144
1806,-174,153,361799
364,-744,469,222593
744,-174,447,73903
1885,-1315,968,132441
-1885,-174,110,444060
-744,-1125,833,55000
2075,554,111,107036
-1505,1125,551,33137
1315,-2076,250,252152
1505,-174,136,215753
934,-1125,899,119693
1617,-1355,508,240228
-174,174,987,106539
554,-821,346,298613
-364,-1315,971,151385
-744,364,124,150205
174,2076,224,102618
-705,-1252,819,655419
2039,-934,696,664313
-174,-554,184,649479
-1695,-2076,869,469740
174,-1315,241,116921
-364,-1885,937,372477
-934,-1315,428,470245
-554,744,75,60559
-485,454,907,660167
-1695,-1505,999,99431
1885,1662,883,404226
174,744,370,322009
934,-174,775,37837
-174,-174,541,265352
-1125,-1315,167,161466
-744,1695,113,121698
1125,2076,728,459893
-934,-174,924,233377
-744,2076,764,180830
-1505,-2076,193,666563
934,554,833,33830
1885,-405,681,215359
-1505,-174,888,127668
-364,-1154,988,392235
364,934,936,97283
-1695,-554,87,149652
1240,-934,479,521115
-2075,-364,832,652589
-1505,1695,922,231898
-1337,-1695,707,664575
934,1885,337,118721
-1315,-1695,438,181895
554,-744,492,330712
174,268,331,335976
-1253,1695,437,625525
-2076,934,749,441041
-2075,-174,461,401701
1885,1125,264,46896
-1505,-1505,467,91823
1027,1695,257,304902
554,-364,406,185589
-554,1885,95,73812
1885,-2076,992,104267
1784,364,296,220055
1505,-1885,669,150309
174,-744,79,352717
-174,-1315,159,95885
-1315,1125,412,184191
1505,-1505,876,641073
-2075,-1885,330,372379
-1125,1695,482,660642
1695,-1125,351,177984
-1505,2076,659,152313
-196,472,876,660334
1315,1695,161,217608
-1749,934,234,651643
1125,174,85,84693
1885,1315,459,662375
-1125,554,996,330713
-1315,-174,364,181174
1885,-1695,160,270256
-1695,-934,171,127034
-934,-554,729,119571
1125,554,325,39460
554,-1125,88,144677
1125,1695,760,57058
-934,1885,646,115891
-364,-364,163,148989
-174,174,377,602354
744,-744,990,43616
-744,-554,267,624408
1695,-744,994,368200
1885,1885,145,604203
-1763,-934,383,621665
-1505,364,427,200395
-423,-1125,947,176534
-1505,-1125,279,367182
-1505,1125,375,296059
174,-1695,792,141865
445,554,223,232592
-364,2076,756,359685
744,2076,768,247330
-998,1695,604,663074
1885,1315,763,175548
-934,-554,84,112803
-174,-744,392,90583
-174,-554,314,472988
-1695,-2076,980,419246
-744,174,77,682059
-174,-1315,285,311460
554,-554,979,237036
-1695,1315,923,103559
-1695,174,653,138386
744,1505,729,244038
-554,-2076,444,662964
2076,-1125,226,266633
-1315,1695,593,128031
-1505,-934,222,164427
1885,-1315,581,104730
-174,934,967,448539
-934,2076,725,299485
-174,-744,145,146620
1505,364,231,648501
-1695,174,583,59038
-1315,-1125,976,232803
1695,-2076,118,348249
174,-364,389,139485
1505,554,114,248745
-1885,934,894,200645
1885,1885,141,140264
1695,554,898,289339
364,1885,671,352958
-1125,296,873,254449
-1695,1885,83,73457
-1125,-1695,402,177618
1315,1695,419,186933
2076,-1505,118,56473
-1125,-1315,662,469955
-1885,-2076,149,135455
1125,-174,96,237247
1505,1315,645,187147
744,-174,72,143469
-1125,554,608,197784
-364,-1505,78,130936
1885,554,95,304065
-364,776,232,424269
444,-1315,215,653158
1315,-934,747,660511
364,744,239,238625
1315,-174,77,185351
-1695,-744,488,470742
174,364,918,143072
744,744,153,69492
-1757,336,897,508835
-744,364,103,139343
1315,2076,100,132383
-2076,1885,340,163360
-1695,-1695,866,133899
554,-744,130,71412
2076,-1125,235,379618
174,-174,125,104935
1695,1315,285,658002
1125,2076,799,93533
-744,-2076,246,253749
-2076,744,758,48017
-1125,2076,833,75640
1885,1505,702,198488
-1125,1315,839,231713
-2076,174,218,199001
1885,554,602,471125
-1885,-744,833,125623
-1505,174,875,270896
854,-2076,956,427989
-554,2076,99,219946
1125,-744,299,151307
-1125,174,99,84489
364,554,150,445666
-174,1505,841,130999
1505,1505,159,211354
934,1505,962,383017
934,744,213,135266
-1695,-364,198,111949
-554,-1315,173,194066
-744,1885,625,108335
744,-554,904,42077
-2075,-2076,853,253567
744,-1315,541,33115
1695,-1125,331,664484
-934,934,951,660530
1125,934,213,385418
-1125,-1885,242,35761
-934,2076,704,186549
1932,2076,403,649598
-744,-174,688,76417
-1505,1505,607,398023
934,-174,990,42508
174,-1125,999,115317
-910,1125,947,645199
-2075,-983,253,179992
-1125,-604,721,325215
-1695,174,68,194506
2075,744,104,66275
364,2076,944,217726
-1315,-1505,145,149885
-554,828,752,86221
-1315,1505,239,35895
1885,934,976,45702
1885,-174,541,361594
1505,-1315,720,662991
-554,-554,779,118079
1505,934,955,34326
-554,-554,120,74935
1315,2076,518,151235
1885,-1838,490,631521
364,554,882,412699
-554,-364,93,83399
1695,-1315,330,209151
-1695,881,838,188490
1505,934,141,41343
-744,2076,205,293239
991,-1315,807,142034
1505,934,164,249370
1885,-934,283,114907
-1125,-2076,117,72101
364,1775,605,237296
744,-174,677,36823
-554,1695,117,134157
1695,554,979,268714
1431,-364,844,218997
-1505,-364,496,661293
1695,1695,146,324921
364,174,224,404598
-174,-744,830,121321
1695,-2076,984,118534
-1830,-554,988,121685
-174,174,500,76948
-1505,744,761,164975
744,2076,997,51222
-1505,-2076,919,572226
-2076,2076,457,39603
1695,-1505,945,155737
-174,1125,519,176305
-1125,-934,102,142295
1125,-364,322,653303
-554,554,735,98778
1125,-364,799,128761
1505,-364,453,110240
-934,2076,112,76245
1505,-1125,502,34116
648,1695,559,257509
-2075,-1315,669,35073
-554,-364,957,661812
-174,-744,836,448074
-1695,364,143,225297
174,744,180,155304
-2075,-1505,183,54797
-1695,2076,79,104494
934,1125,892,34740
-934,1315,137,179632
1885,174,83,177970
-174,1315,610,171921
-2076,1505,740,219375
-744,-1885,984,53585
554,554,420,260794
174,1125,695,504496
-1125,-174,58,204400
2076,-2076,520,548946
1125,1125,975,216090
1315,2076,991,430606
-1885,1695,650,370289
-174,-174,188,467942
554,-1695,398,34044
-554,-219,923,448279
174,364,96,40417
-174,-2076,982,34569
-2075,-934,462,70443
-174,-2076,635,165509
2075,174,629,157587
-1505,-364,323,150595
934,-364,913,67311
-1885,1695,840,152971
-1505,934,337,344220
-744,-216,200,633403
554,-691,200,264909
-364,-1885,239,249211
-1315,1695,92,106924
1885,934,442,322579
-628,-174,527,632749
-1505,1125,448,196265
-934,-1695,562,259854
-1695,1315,307,88336
554,-1315,905,66342
-364,364,801,370456
-554,-174,620,284581
-1125,364,88,440425
2076,-934,666,127601
1695,174,989,35260
1695,-1505,912,660163
-1695,-174,62,137369
1354,-1315,650,660452
364,-1601,653,420050
-2075,-1505,962,133190
-174,1315,759,68310
1695,-1125,310,226624
-2076,311,777,244577
-1885,-1505,987,117050
1315,-2076,100,151535
1885,-2076,720,246856
-1315,-1695,789,660634
-1885,-2076,483,108451
-174,-934,337,138919
-420,364,354,364496
-554,-1315,996,299794
-1695,-272,921,332649
-554,-1695,440,216977
1885,-364,996,154675
-554,-1125,303,212693
1695,-1695,170,116608
-1125,2076,742,80326
174,-1125,551,43715
1885,-744,132,195629
554,1445,286,700731
-1505,1695,90,139288
1315,-1125,507,647529
744,-1695,993,266956
-2075,-364,255,212359
2076,-934,678,661978
1072,-554,705,400236
-1885,554,777,133764
-174,-934,895,489132
-174,-1695,954,183080
1315,1315,741,129969
-2076,1125,593,659324
1885,364,245,179448
1505,-934,507,120269
1726,-1695,764,664039
1505,-554,257,326057
1885,-934,313,172724
1487,305,626,663464
2075,1505,576,664416
-744,2076,138,42534
-1885,-554,811,176602
1885,-1885,147,79509
554,-174,184,101215
1695,364,162,253444
1315,1961,770,661773
1125,1125,130,212860
1695,-554,695,171494
2076,-2076,871,612201
-554,246,748,181286
934,-1885,843,127868
-2076,174,934,198248
-174,-934,330,199568
174,554,449,663096
1125,1315,597,152117
-554,554,902,238093
-364,-174,891,427801
-174,174,994,88904
1125,-1885,410,221263
1315,364,217,187196
1505,-1315,693,465363
1695,1315,490,238289
-1125,1125,983,144777
-2076,934,633,660558
-554,1125,977,658705
-1315,174,868,122986
744,-770,892,334353
2075,934,300,381531
744,744,715,198745
-1885,1695,773,206397
-174,-2076,687,114556
-763,-1338,743,662491
2075,2076,994,127329
364,744,119,122789
-2076,174,461,469211
-1125,744,818,441124
1885,-1505,825,52029
174,1125,167,334545
554,-2076,387,188319
744,-1125,801,46360
-1695,174,53,129451
-1885,-1695,243,153159
-174,-364,493,173361
1885,1885,298,93199
-744,1125,113,117502
364,1695,978,57372
-1695,-1505,157,56289
174,1505,742,39029
1505,-2076,721,155654
1315,-744,411,463326
-2076,2076,133,210172
-174,-1125,937,647424
-1819,-1315,586,189925
1125,1885,716,662320
1505,1885,363,401022
1647,-1217,928,399783
174,-554,763,125589
1885,-1505,712,34602
-1125,554,451,377824
1125,-2076,349,227541
-1505,744,93,165686
174,-174,985,215894
-2075,-554,572,186178
174,-364,667,34422
1315,-744,112,52527
1885,2076,138,84321
1505,-2076,811,594714
-2009,-1528,841,661952
1315,1505,163,152841
-934,-2076,946,152560
1315,554,656,653787
-1885,174,818,661147
-174,934,921,337448
1695,-1125,146,154905
744,-934,979,60800
934,-554,867,246211
-1505,1125,847,128459
-744,-1885,930,134103
934,744,291,72316
174,934,82,244378
-1315,934,82,273217
-2076,1916,226,443127
-174,-1315,940,641515
934,-364,615,661082
1505,-1885,864,113336
-174,554,328,56224
-934,-934,302,419331
-554,554,93,98684
-744,-2076,291,657124
-1885,-1695,809,87409
1695,1505,154,136421
-1125,1315,487,219499
744,-744,947,144642
364,174,979,133770
554,174,998,223798
1885,-364,260,451807
-934,-174,729,392582
-1463,-744,321,658772
-1505,-364,983,176700
934,1125,132,250868
-364,2076,986,136073
364,1505,992,164445
-934,1125,95,165278
-934,-934,960,237941
174,-1125,126,201598
-1885,-364,376,279929
1505,-1695,916,146730
1505,364,103,68113
971,-1505,826,660346
1695,-934,116,102668
-744,364,598,248439
-1315,174,121,528435
-464,744,387,214740
2075,744,981,113554
174,-1885,740,153426
-1505,1695,486,34525
1695,554,936,193251
-1399,1315,439,654957
934,744,763,93514
-1885,364,559,33531
1382,-934,816,491311
-1885,-1695,137,129307
-554,1315,203,166559
-744,744,164,246726
-2076,554,504,53645
2076,-916,421,664628
554,-1695,620,189418
934,1315,164,252789
554,-174,104,135384
-817,2076,251,167831
1695,-174,984,42276
1315,934,556,80852
934,-744,131,72240
-1885,-1695,144,134927
-1125,1315,515,108570
-364,554,99,227246
2075,1885,486,208263
934,-934,325,923792
934,174,75,59854
-934,-1505,511,219890
1885,554,142,179765
1885,-744,369,109302
-364,-934,751,431789
2076,-1505,970,90178
554,-744,985,34919
1885,-744,206,331136
688,2076,510,220363
1315,-1505,979,331062
934,-1505,985,251535
-744,364,590,242509
-2076,744,147,176411
-1589,2076,442,191393
1125,1441,835,196399
1695,1315,126,220343
2076,-1885,373,179106
744,364,344,154370
554,-2076,887,196352
-364,2076,474,643743
174,1695,343,203775
-744,174,784,60419
1695,1125,981,33533
-1125,364,475,181534
2076,-554,91,131510
174,1885,437,661205
-1315,554,395,659775
-1651,1695,432,662096
-934,-1695,288,99708
-554,744,140,675970
1695,554,446,277565
-1885,-1695,215,129914
-1125,1315,443,214472
-1125,1315,490,401702
1164,-744,405,227610
-776,1695,421,422777
-1695,-1125,940,167226
1695,-174,230,376005
934,174,184,237940
-1125,554,975,98010
364,-1695,200,97182
-1885,-174,955,120236
-744,-1505,188,84360
-554,934,990,368942
-174,364,269,447593
-364,-744,834,312883
-1125,-2076,511,185832
554,-554,323,39187
1885,1695,493,228470
-934,554,189,60437
-934,-744,890,44848
-744,2000,831,640695
-364,-1125,158,234670
934,-1125,955,220153
934,1885,236,155213
-2076,744,619,326051
2075,174,542,34065
-744,174,996,173460
-1695,-1315,552,33467
-2076,554,214,246197
2075,1315,168,138862
-1885,1125,540,333165
-364,-364,293,408965
-1125,-934,118,119036
1505,-554,142,130241
364,554,768,142899
-744,-2076,956,402475
-364,-1695,864,157722
-1505,364,355,658893
-494,-1125,593,634688
-174,-1505,766,131392
-1774,-1695,985,169161
1505,-174,109,311195
1695,174,262,337617
1885,-364,496,166767
-1505,-2076,358,646224
174,1957,991,110215
-744,-1695,806,133097
-1505,1798,250,204605
1125,-1505,490,342050
491,-1814,927,393177
1885,-174,741,207197
174,-364,863,72186
934,-744,289,222589
-1505,-554,759,42103
-2076,934,999,164219
-1125,1315,715,95962
554,1315,109,105002
-554,-744,126,101365
-744,1125,898,137305
174,1505,156,215073
1223,934,441,659074
-1695,-1505,301,184110
1695,1125,303,57428
493,-554,372,309578
174,-174,951,218526
-1885,-1125,163,164812
-1447,-1695,840,663826
-1885,-1885,952,306330
1695,-1885,149,357658
-2075,-1737,585,291649
744,-2076,982,111769
174,-1754,938,380090
744,1695,295,220058
174,-1885,981,158575
554,-364,354,44564
1315,-1695,408,185090
2076,-174,83,52707
1125,1125,124,42877
-174,554,70,41133
-2075,-2076,624,494184
1885,-174,147,106415
-1125,-1695,423,146945
-2075,-174,230,188456
1125,174,174,122875
934,744,545,268447
1695,1125,978,114694
1695,-1505,885,246063
-1162,-503,359,1557291
2076,-445,421,357932
744,-1695,975,37120
-2076,1695,302,316308
-1401,304,767,667455
744,-2076,561,235241
2075,1125,105,95846
554,364,990,197635
-174,-934,911,187710
-1505,174,67,62522
-1315,934,389,65997
1695,1315,327,236361
1125,1125,805,351625
-554,-1505,220,177303
1885,554,664,373594
1505,1695,762,111632
1125,-364,571,313737
1695,1505,500,665900
-1505,-554,449,90362
886,-1695,819,657858
-1885,174,721,90392
174,-2076,763,385769
-554,174,443,661885
-1885,1315,92,129248
-1315,-1505,206,193862
1315,-1505,876,170951
-1315,-174,52,526026
-1315,-554,103,81831
1505,2076,557,474435
174,514,298,737369
-554,-174,733,100988
1315,-1625,927,642932
934,-364,149,237103
1505,1125,719,274658
1390,2076,511,658161
-554,-934,440,347958
-1695,1695,689,232278
1315,-1695,477,663663
-174,364,427,331336
-364,-554,980,267459
-554,1125,376,149552
554,-477,671,214591
-174,174,983,383220
554,934,853,275390
174,-1505,804,334987
744,-1505,993,34456
-554,-554,369,134635
-1505,-744,318,304011
744,-174,250,389187
-174,744,833,105837
1125,1125,981,199113
1505,-1125,101,206285
-554,1315,889,191909
1315,-1315,950,81523
1885,-934,551,34353
-934,554,997,162458
2076,-364,970,340353
744,-174,831,255918
260,-1963,469,435566
744,364,718,457819
-1695,1037,885,468680
632,2076,848,659611
-174,934,130,242085
1505,-174,672,236355
-1505,174,991,99263
-1125,-1695,297,141916
-174,-744,423,256169
364,2076,494,262012
-2076,1505,253,189597
-1505,934,812,421247
-934,1695,224,36479
-1315,364,124,117930
1695,2076,360,46746
1695,-174,983,64639
364,-1695,534,240330
934,1885,404,647143
1149,-2076,404,656633
-1125,934,405,146547
1695,1505,791,200269
2075,1885,970,153409
1885,-2076,994,35058
174,174,509,209516
817,-689,542,638806
1695,174,983,91466
-2076,1125,424,651492
-934,2076,857,206177
1505,1695,991,91309
-1695,744,966,466989
-1315,1125,993,194510
1315,934,773,342424
744,-1505,507,162829
2076,-1885,588,67687
-174,1315,767,483199
-1125,1020,864,656503
-554,-1335,656,399361
1077,1315,708,320869
-1505,-1469,995,400653
-1315,-174,987,115564
-1695,-1505,182,629697
-364,744,99,65166
-1695,-2076,928,81245
-1505,554,915,181376
1885,-1695,739,136380
744,-1885,295,333808
1315,1605,351,271285
744,-1695,362,48833
1505,-364,749,268246
1695,1816,162,741324
-364,-744,236,220867
-744,-934,691,87935
1885,-1125,955,247173
-174,1125,692,392044
554,554,134,165475
-744,-2076,218,60389
1885,-934,658,170616
364,174,251,326340
-2075,-174,304,220166
744,-1695,965,186089
-1347,-744,907,219463
-554,934,121,39193
1315,-1885,135,205430
-174,-744,134,72996
934,1627,764,438124
364,364,675,142048
934,-934,163,74291
-1125,1125,525,205870
-1315,2076,811,196605
174,174,92,128117
446,744,307,90402
2075,1885,575,109722
1315,-1885,568,660788
744,883,228,243659
-2076,2076,742,661911
-364,-1315,224,191892
-273,-2076,429,616234
-2076,1695,93,99683
364,554,96,141992
-1505,1505,723,191858
-2076,1315,805,232208
1885,-744,863,192726
744,1695,196,144905
-934,1695,610,226143
-554,-1125,986,641322
-1505,-1505,181,86540
554,-364,983,41018
-364,364,628,421341
-1125,-554,396,406502
554,174,474,472920
554,1695,381,164998
825,364,134,597101
744,364,250,413819
174,-744,519,245902
-1695,2076,984,31794
-1125,554,377,118273
-934,-1315,979,357651
1315,1885,510,305236
1125,1315,434,663942
554,-554,81,200413
1125,1695,547,395195
934,-1885,113,159070
-1695,1315,515,69987
1125,-1885,109,396885
1885,174,365,393920
1695,-744,996,65199
-2076,1125,259,378157
-744,364,993,91173
-934,-174,458,539791
-364,-1315,587,148319
1125,-1695,994,267500
1695,1315,340,288432
-1885,554,876,125343
-1315,1505,539,176976
-1505,-364,109,212762
2075,1505,626,225674
174,1221,980,154354
364,-744,717,128094
-554,1695,291,39323
1885,-1695,113,86153
364,-1695,113,151978
174,1315,474,130680
-174,364,792,62953
364,934,149,510748
-744,174,473,34336
-174,911,737,453678
-554,174,88,59782
-1125,-364,979,145705
364,1505,974,36885
-1885,-1125,888,258112
1315,-1695,130,77840
2075,1315,280,582386
1315,1505,228,274715
364,1125,107,158123
1315,-364,977,44756
-1315,-744,559,165195
-174,-364,629,99333
-554,1695,500,337863
-433,-174,479,268701
-2076,554,172,294302
744,1125,310,659362
-2075,-744,518,226526
-934,-1315,154,78064
-1505,-1505,733,35017
-1315,-1505,971,155511
1695,-2076,248,624290
-1505,-174,512,261966
-174,-934,831,422759
174,1885,244,313355
-744,554,951,305135
364,1695,231,181144
-1125,1032,907,454260
-1695,1315,179,220636
-1885,1695,323,235913
-554,-934,182,150446
2076,-1505,119,79637
-934,744,845,135878
-1885,1125,79,166968
-1125,2076,797,155870
-1315,-2076,992,186903
1695,1125,464,610739
-744,-1315,811,73783
-744,174,53,59727
-934,1505,992,137991
-1695,1172,654,653296
-1505,-364,217,461816
1695,1315,980,223528
554,-174,527,249927
1505,-1315,159,264330
1315,-174,292,205908
744,1315,941,637638
364,-1765,988,202230
1315,364,109,247681
934,-1125,621,166703
744,1505,235,184955
744,934,109,532919
1125,934,273,318452
1885,-1885,789,66338
-1505,174,61,40518
554,1885,210,112773
-487,-934,943,213376
174,174,673,47540
1505,1505,378,417136
-554,1885,77,379866
-2076,2076,818,120499
-744,364,117,49872
934,314,824,221382
174,1125,969,88625
934,364,651,299976
1885,-174,986,139674
1885,934,128,88954
-1885,554,713,70109
1885,364,258,489061
-364,-744,124,273199
-1505,1885,790,169098
1505,-174,992,76645
1695,1125,209,117807
-364,-1505,983,174096
-1505,554,118,656719
-1125,1885,651,308975
174,1315,363,169642
-1315,-2076,251,168697
364,-2076,933,159013
934,-1933,232,284624
1885,-744,477,151485
174,-1505,560,182868
-174,-1885,192,657215
-174,-1505,920,131476
1695,554,880,237402
-554,-1125,950,186460
1885,-1315,925,526266
554,1315,236,178323
-1315,1125,762,202488
-934,744,892,129231
-2076,2076,91,146361
1315,-554,81,58657
-174,174,164,503070
174,-1885,109,220589
-1125,554,173,288554
-744,-554,456,38327
1029,-1125,886,187607
1315,-2076,183,340836
1695,-744,180,341922
-744,1125,481,39117
-1125,2076,142,82706
-174,174,76,489350
554,-364,285,170302
1505,-554,986,81514
1125,-1885,806,207056
1885,-174,990,43006
2076,-1125,979,101447
-2076,1505,91,42110
-1505,-364,72,60643
1695,-2076,974,448815
-1695,-524,992,331254
174,-1885,862,189197
-2075,-1695,583,660500
-934,-203,651,266588
-1695,554,659,164675
-554,-1505,104,111773
1125,-2076,299,661262
1315,-2076,203,272928
-1315,-934,178,96697
2075,1695,536,268746
-498,1695,474,197627
-744,-744,293,219737
364,174,475,179326
-690,1505,348,200391
-744,2076,452,320019
-1505,-554,787,173510
871,2076,128,246572
174,934,179,62329
554,554,139,269226
1315,-1125,562,221146
1505,-1695,427,198505
364,554,85,102653
934,-1315,166,242175
-934,174,580,177886
1125,1695,273,133510
-554,-1505,850,32393
-1125,-2076,265,231430
-1315,174,457,236486
554,1315,181,519334
2076,-1059,711,435171
364,1125,277,159051
-174,-1315,195,391578
174,-1315,674,37745
1695,1885,729,440316
364,174,612,89984
404,-554,920,263989
-1695,-174,459,209324
-744,174,978,131082
-554,-174,992,64303
174,1125,117,66955
-1885,1505,475,199673
898,-232,877,517469
-1695,-896,289,305436
1125,1315,141,139618
-364,1695,119,217593
-1315,1885,97,197620
-174,1695,261,271657
-1885,-1617,382,627577
934,1125,177,120277
-744,174,455,456509
1885,2076,588,165730
-934,174,69,102962
-1125,-744,889,117720
-174,-1315,410,108916
-1315,744,728,150351
-554,1315,964,661099
1315,-554,837,469054
1315,744,855,80937
-1885,-1125,143,67840
2075,554,981,61077
-364,1695,729,79425
-1315,-744,497,186019
-1505,-2076,526,374108
686,1695,971,234751
-1505,-1505,184,227807
-1315,1885,349,153006
1505,744,398,596788
174,1505,228,258341
1885,-1695,722,131019
-1035,-1695,298,89301
-1885,-744,151,144021
-364,-174,261,423248
364,-1585,937,151289
-1125,-934,972,235741
-1695,-1885,445,245824
-1505,174,597,143981
744,1505,572,440258
554,1695,164,129822
-1125,1695,93,120836
-2076,1742,653,563066
1885,174,983,50781
-1315,-1125,960,203257
934,-1315,890,413807
2076,-1315,986,276074
-1102,-934,967,325943
-364,1125,334,219328
-364,-1505,320,316727
174,-1695,415,659500
1505,1695,658,62193
-1695,1885,765,166261
1885,-364,987,126495
-174,1505,89,408448
744,1315,992,59577
1505,1315,853,174422
934,934,239,226079
-1125,554,975,430803
-1315,-934,437,44951
-1125,2076,254,67718
934,-1125,880,138994
-1505,1596,170,172777
-464,-174,399,654951
1695,-1695,328,308719
-319,554,480,160513
174,1695,165,272726
-364,1695,104,150012
-1885,-934,112,66497
2076,-1885,564,79676
934,-934,920,323074
-554,-744,161,203650
1695,-1885,999,34464
554,-364,995,35404
-744,-934,324,390703
174,-174,722,199479
1505,-174,389,208108
-554,554,212,185520
-1505,-1315,293,219803
-364,174,334,458475
-554,-174,990,162102
744,-364,840,121143
-174,174,216,317678
174,554,979,86578
364,-364,172,78110
1505,364,557,256062
